room_id,room_name,capacity,has_ac,has_private_bath,has_balcony,has_kitchen,has_laundry,has_wifi,has_parking
50,Room_50,4,0,0,0,0,0,1,0
51,Room_51,3,1,1,1,0,1,1,1
52,Room_52,2,0,0,0,1,0,0,0
53,Room_53,2,1,0,0,0,0,1,0
54,Room_54,2,0,0,1,0,1,0,0
55,Room_55,3,0,0,0,1,1,0,1
56,Room_56,2,0,1,0,0,0,0,0
57,Room_57,3,0,1,0,1,1,0,0
58,Room_58,3,1,0,0,0,0,1,1
59,Room_59,3,1,1,1,0,1,0,0
60,Room_60,2,1,1,0,1,1,0,1
61,Room_61,2,1,0,0,1,0,0,1
62,Room_62,2,0,1,1,1,0,0,0
63,Room_63,3,0,0,1,1,1,1,0
64,Room_64,2,1,0,0,0,1,1,1
65,Room_65,3,0,1,0,1,0,0,1
66,Room_66,2,1,1,1,0,1,1,1
67,Room_67,2,1,0,1,1,0,0,1
68,Room_68,2,1,0,1,0,0,1,0
69,Room_69,2,1,0,1,0,0,1,1
70,Room_70,2,1,0,1,0,1,0,0
71,Room_71,2,1,1,0,0,0,0,0
72,Room_72,2,0,1,1,0,1,1,0
73,Room_73,3,0,0,0,1,1,1,0
74,Room_74,3,1,1,1,0,0,0,0
75,Room_75,3,0,0,0,0,1,1,0
76,Room_76,2,1,1,1,1,0,1,0
77,Room_77,4,0,1,0,1,0,0,1
78,Room_78,2,1,1,1,0,1,0,0
79,Room_79,3,1,1,1,1,1,0,1
80,Room_80,2,0,0,1,0,1,0,0
81,Room_81,2,0,0,1,1,1,1,1
82,Room_82,4,0,0,0,1,0,1,0
83,Room_83,4,0,1,0,1,0,0,1
84,Room_84,1,1,0,0,0,0,1,0
85,Room_85,2,0,0,1,1,1,1,0
86,Room_86,2,0,1,0,0,1,1,0
87,Room_87,1,1,0,0,1,0,0,1
88,Room_88,2,1,0,1,0,0,0,1
89,Room_89,1,1,0,0,1,0,1,1
90,Room_90,3,0,1,0,0,0,1,0
91,Room_91,3,0,1,1,0,0,1,0
92,Room_92,3,1,1,1,0,1,1,1
93,Room_93,4,1,0,0,0,0,1,1
94,Room_94,3,0,0,1,1,1,1,0
95,Room_95,2,1,0,1,1,1,0,0
96,Room_96,2,1,0,1,1,1,1,1
97,Room_97,3,1,0,1,1,1,1,0
98,Room_98,2,0,0,1,0,1,1,0
99,Room_99,2,1,1,1,0,0,1,0
100,Room_100,3,1,1,1,1,0,0,1
101,Room_101,2,0,0,0,1,0,1,1
102,Room_102,2,1,0,1,1,0,0,1
103,Room_103,1,0,0,1,0,0,0,0
104,Room_104,2,0,1,1,0,0,1,1
105,Room_105,3,1,1,1,1,1,1,0
106,Room_106,3,0,1,1,1,0,0,1
107,Room_107,4,1,0,1,1,1,1,1
108,Room_108,3,1,1,0,1,0,0,1
109,Room_109,2,0,1,0,0,1,1,0
110,Room_110,4,1,1,1,1,1,1,0
111,Room_111,2,1,1,0,1,1,1,1
112,Room_112,3,0,1,1,1,0,0,0
113,Room_113,4,0,1,0,0,1,1,0
114,Room_114,3,0,1,1,1,0,0,0
115,Room_115,2,0,1,0,1,0,1,0
116,Room_116,2,1,1,0,1,1,1,0
117,Room_117,2,1,1,1,0,1,1,0
118,Room_118,3,0,1,1,1,1,0,1
119,Room_119,2,1,0,1,1,1,0,0
120,Room_120,2,1,0,0,0,0,1,1
121,Room_121,3,0,1,0,1,1,1,1
122,Room_122,2,0,0,1,0,1,0,0
123,Room_123,3,0,1,1,0,1,0,1
124,Room_124,2,1,0,0,1,1,0,0
125,Room_125,1,1,0,1,0,1,1,1
126,Room_126,2,1,1,0,1,0,1,1
127,Room_127,4,1,1,0,0,0,0,0
128,Room_128,3,0,1,0,0,0,1,0
129,Room_129,2,0,1,1,1,0,1,0
130,Room_130,2,1,0,0,0,0,1,1
131,Room_131,1,0,0,0,1,1,1,0
132,Room_132,3,0,0,1,0,0,1,1
133,Room_133,4,0,0,0,0,0,0,0
134,Room_134,1,1,1,0,1,1,1,1
135,Room_135,2,0,0,0,1,1,0,0
136,Room_136,3,1,1,0,1,1,0,0
137,Room_137,2,1,1,0,1,0,1,1
138,Room_138,2,1,0,0,0,1,1,0
139,Room_139,3,0,1,1,1,0,0,0
140,Room_140,2,0,1,1,1,1,0,0
141,Room_141,2,0,1,0,0,0,1,1
142,Room_142,1,1,1,0,0,1,1,1
143,Room_143,2,0,0,0,1,1,1,1
144,Room_144,2,0,1,0,1,0,1,0
145,Room_145,2,1,1,1,1,1,1,0
146,Room_146,1,0,0,1,1,0,0,0
147,Room_147,2,1,0,0,1,0,0,1
148,Room_148,2,1,0,0,0,0,0,1
149,Room_149,2,0,1,0,1,0,1,1
150,Room_150,1,0,1,1,0,1,1,1
151,Room_151,3,1,0,0,1,1,1,0
152,Room_152,2,0,1,1,0,1,0,0
153,Room_153,3,1,0,0,1,1,1,0
154,Room_154,1,1,1,1,0,0,0,1
155,Room_155,1,1,1,0,1,0,0,0
156,Room_156,4,0,0,0,0,1,1,0
157,Room_157,3,1,1,0,0,0,1,0
158,Room_158,4,0,1,1,0,1,1,0
159,Room_159,2,1,1,1,1,0,1,0
160,Room_160,2,0,0,0,0,0,1,1
161,Room_161,4,0,1,1,0,0,1,1
162,Room_162,2,1,0,0,0,0,0,0
163,Room_163,2,1,0,0,1,0,0,1
164,Room_164,4,1,0,1,0,0,1,1
165,Room_165,1,1,0,1,0,1,0,1
166,Room_166,2,1,1,1,0,0,0,0
167,Room_167,3,0,1,1,1,1,1,0
168,Room_168,2,1,1,1,1,0,0,0
169,Room_169,4,1,1,1,1,0,1,1
170,Room_170,4,1,0,0,0,0,1,0
171,Room_171,2,1,1,1,1,1,1,1
172,Room_172,2,1,0,0,1,0,0,0
173,Room_173,4,1,1,1,0,1,0,0
174,Room_174,4,1,1,0,0,0,0,1
175,Room_175,2,1,0,1,0,0,1,1
176,Room_176,1,0,1,1,1,1,0,1
177,Room_177,2,0,0,1,0,1,0,0
178,Room_178,3,1,1,1,0,0,1,1
179,Room_179,3,0,1,1,1,0,1,1
180,Room_180,3,1,0,0,1,1,1,0
181,Room_181,4,1,1,1,1,1,0,0
182,Room_182,3,1,1,0,1,1,1,0
183,Room_183,1,1,1,1,1,1,0,1
184,Room_184,2,0,0,0,0,1,0,0
185,Room_185,2,1,1,0,0,1,0,1
186,Room_186,3,0,1,0,0,0,1,0
187,Room_187,2,0,0,0,0,0,0,0
188,Room_188,2,1,0,0,1,1,1,1
189,Room_189,3,0,0,1,1,1,0,1
190,Room_190,2,1,0,0,1,0,1,0
191,Room_191,3,0,0,1,0,1,0,1
192,Room_192,2,0,0,1,1,1,0,0
193,Room_193,3,0,0,1,0,1,0,1
194,Room_194,2,1,1,0,1,0,1,0
195,Room_195,2,1,1,1,1,1,1,1
196,Room_196,3,1,1,0,1,0,1,1
197,Room_197,4,1,0,1,1,1,0,0
198,Room_198,2,0,0,0,0,1,0,1
199,Room_199,1,1,1,0,1,1,1,1
200,Room_200,4,1,1,0,1,0,1,0
201,Room_201,4,0,1,0,0,0,1,0
202,Room_202,4,0,0,0,0,1,1,1
203,Room_203,3,1,1,0,1,0,1,1
204,Room_204,2,0,0,0,1,0,1,1
205,Room_205,2,1,1,0,1,0,0,0
206,Room_206,2,1,0,0,1,0,1,1
207,Room_207,2,0,1,0,0,1,0,1
208,Room_208,3,0,0,1,1,1,0,0
209,Room_209,3,1,1,0,0,0,1,1
210,Room_210,4,1,1,0,0,0,1,0
211,Room_211,3,1,0,1,1,0,0,0
212,Room_212,2,0,0,0,1,1,0,0
213,Room_213,2,1,0,0,0,0,0,1
214,Room_214,1,0,0,0,1,0,0,1
215,Room_215,2,1,0,1,0,0,1,1
216,Room_216,2,1,0,1,0,0,1,0
217,Room_217,2,0,1,1,0,0,0,0
218,Room_218,3,1,1,1,1,1,1,0
219,Room_219,1,0,0,1,0,1,1,1
220,Room_220,2,1,1,0,1,1,0,0
221,Room_221,2,0,0,1,1,1,1,1
222,Room_222,3,0,0,1,1,1,0,0
223,Room_223,2,0,1,1,0,1,1,1
224,Room_224,3,0,0,0,0,1,1,1
225,Room_225,2,0,1,0,0,0,0,1
226,Room_226,1,0,0,1,0,0,1,1
227,Room_227,1,0,0,0,0,0,0,1
228,Room_228,2,1,0,0,1,1,1,1
229,Room_229,3,1,1,0,1,1,0,0
230,Room_230,2,0,1,0,1,1,0,0
231,Room_231,2,0,1,1,1,1,1,1
232,Room_232,2,1,1,1,1,1,0,0
233,Room_233,2,0,0,0,0,1,0,0
234,Room_234,3,0,1,1,1,1,0,1
235,Room_235,2,1,1,0,0,0,1,1
236,Room_236,3,0,0,1,0,1,1,1
237,Room_237,3,0,0,0,1,1,0,1
238,Room_238,2,1,1,0,0,1,0,0
239,Room_239,2,0,0,0,0,1,1,0
240,Room_240,3,0,0,0,0,0,0,0
241,Room_241,1,0,1,1,0,0,1,1
242,Room_242,1,0,1,0,1,1,0,1
243,Room_243,2,1,0,0,1,0,1,0
244,Room_244,2,1,0,1,1,1,0,1
245,Room_245,2,1,1,0,0,1,1,0
246,Room_246,1,1,1,0,1,1,1,0
247,Room_247,3,0,1,0,1,0,0,1
248,Room_248,2,0,1,0,0,1,0,1
249,Room_249,1,1,1,0,0,1,0,1
250,Room_250,2,1,0,1,0,1,0,0
251,Room_251,3,0,1,1,0,0,1,1
252,Room_252,3,0,0,0,0,1,0,0
253,Room_253,2,1,1,1,0,0,0,0
254,Room_254,2,0,0,0,0,1,1,0
255,Room_255,2,0,1,1,0,1,0,1
256,Room_256,4,1,0,0,1,1,1,0
257,Room_257,3,0,1,0,0,1,0,1
258,Room_258,4,0,1,1,1,1,0,0
259,Room_259,4,1,0,1,1,0,0,0
260,Room_260,2,0,0,0,1,1,1,0
261,Room_261,2,1,1,1,0,0,1,1
262,Room_262,3,0,0,0,1,0,1,0
263,Room_263,2,1,1,0,0,0,1,0
264,Room_264,1,0,0,0,0,0,1,0
265,Room_265,2,1,0,0,1,0,0,0
266,Room_266,2,1,0,0,1,0,1,1
267,Room_267,2,1,1,1,1,0,1,1
268,Room_268,4,0,1,0,1,0,1,0
269,Room_269,2,1,1,1,0,1,0,1
270,Room_270,3,0,1,1,1,1,0,1
271,Room_271,2,1,1,1,0,0,1,0
272,Room_272,2,0,0,1,0,1,1,0
273,Room_273,1,0,0,1,1,0,1,1
274,Room_274,2,0,0,1,0,0,1,0
275,Room_275,2,0,0,1,0,1,1,1
276,Room_276,1,0,1,1,1,1,1,1
277,Room_277,3,1,0,0,1,0,0,0
278,Room_278,2,0,0,1,1,1,1,1
279,Room_279,3,1,0,1,0,0,0,0
280,Room_280,2,1,0,0,0,1,1,1
281,Room_281,3,0,0,0,0,0,0,1
282,Room_282,3,0,0,1,1,1,0,1
283,Room_283,1,0,0,0,0,0,0,1
284,Room_284,3,1,1,1,0,1,0,0
285,Room_285,3,0,1,0,1,0,1,0
286,Room_286,4,1,0,1,0,1,1,0
287,Room_287,2,0,0,1,1,0,1,0
288,Room_288,3,0,1,1,0,1,0,1
289,Room_289,2,1,1,0,0,1,0,1
290,Room_290,2,0,0,0,1,0,0,0
291,Room_291,2,0,0,0,0,0,1,0
292,Room_292,2,1,0,1,0,1,0,1
293,Room_293,3,0,0,1,1,1,0,0
294,Room_294,2,0,0,0,1,0,0,0
295,Room_295,2,0,1,0,1,0,0,0
296,Room_296,4,1,1,1,1,1,0,0
297,Room_297,2,1,0,1,1,1,0,0
298,Room_298,2,0,1,1,1,1,1,1
299,Room_299,3,0,1,0,0,1,0,0
300,Room_300,2,0,0,1,0,1,0,1
301,Room_301,2,1,0,0,0,0,1,0
302,Room_302,2,1,1,1,0,0,1,0
303,Room_303,2,0,0,0,0,1,0,0
304,Room_304,2,1,1,1,1,1,1,1
305,Room_305,1,0,1,0,1,1,1,1
306,Room_306,3,0,0,1,1,1,1,0
307,Room_307,4,1,0,0,0,0,0,0
308,Room_308,2,0,1,0,1,0,1,1
309,Room_309,3,1,1,1,1,0,0,1
310,Room_310,2,0,1,1,1,1,0,0
311,Room_311,3,0,0,1,1,1,0,0
312,Room_312,3,1,1,1,1,1,0,1
313,Room_313,2,0,0,1,0,0,0,0
314,Room_314,1,1,0,0,0,1,0,0
315,Room_315,4,1,0,0,1,0,1,0
316,Room_316,3,0,1,1,1,0,1,1
317,Room_317,3,0,0,0,1,0,1,1
318,Room_318,3,0,1,0,1,0,1,1
319,Room_319,1,1,1,1,0,1,1,1
320,Room_320,1,0,1,1,0,0,0,0
321,Room_321,2,0,0,1,1,1,0,1
322,Room_322,3,1,1,0,1,0,0,1
323,Room_323,4,0,0,0,0,0,1,0
324,Room_324,2,0,0,1,0,1,1,0
325,Room_325,1,1,1,1,1,1,0,0
326,Room_326,2,1,0,1,1,0,0,1
327,Room_327,4,0,0,0,1,0,1,0
328,Room_328,3,0,1,0,0,0,0,1
329,Room_329,2,1,0,0,1,0,1,0
330,Room_330,4,1,1,1,1,1,0,0
331,Room_331,3,0,0,0,0,0,1,0
332,Room_332,2,1,0,0,1,0,1,1
333,Room_333,2,0,0,0,1,0,1,1
334,Room_334,3,0,0,1,1,1,0,0
335,Room_335,4,0,0,1,0,1,0,1
336,Room_336,3,1,0,0,1,0,1,0
337,Room_337,3,0,1,0,1,0,0,1
338,Room_338,3,0,0,0,1,0,1,0
339,Room_339,2,0,0,1,1,0,0,0
340,Room_340,2,0,0,1,1,0,0,0
341,Room_341,3,1,0,1,1,0,0,0
342,Room_342,2,0,1,1,1,1,0,1
343,Room_343,1,1,1,0,1,1,0,1
344,Room_344,2,1,0,1,1,1,0,0
345,Room_345,3,0,0,1,1,0,1,0
346,Room_346,1,0,0,1,0,1,0,1
347,Room_347,2,1,1,1,1,0,0,1
348,Room_348,1,1,1,0,1,1,0,1
349,Room_349,3,1,1,1,0,1,0,1
350,Room_350,2,1,1,1,1,0,0,0
351,Room_351,2,1,0,0,0,0,1,1
352,Room_352,2,1,1,0,1,1,1,0
353,Room_353,3,0,0,1,1,0,1,0
354,Room_354,3,0,0,1,1,0,0,1
355,Room_355,2,1,1,1,1,0,0,0
356,Room_356,3,1,1,1,0,1,0,0
357,Room_357,2,0,0,0,0,0,1,1
358,Room_358,2,0,1,0,1,0,1,0
359,Room_359,2,1,1,1,0,1,0,1
360,Room_360,2,0,0,1,1,1,0,0
361,Room_361,4,0,1,0,1,0,1,0
362,Room_362,1,1,1,1,1,1,0,1
363,Room_363,3,1,0,1,1,1,0,1
364,Room_364,3,0,0,1,0,1,1,1
365,Room_365,3,1,1,0,1,1,0,1
366,Room_366,2,0,1,1,1,0,0,0
367,Room_367,1,0,1,0,1,0,1,0
368,Room_368,1,0,0,1,1,1,0,1
369,Room_369,1,1,1,0,1,1,1,1
370,Room_370,2,0,0,0,1,0,1,1
371,Room_371,2,1,1,1,1,1,1,0
372,Room_372,3,1,1,1,1,1,0,0
373,Room_373,3,0,1,0,1,1,1,1
374,Room_374,1,1,1,0,1,1,1,1
375,Room_375,2,1,1,1,0,0,1,0
376,Room_376,4,0,1,1,1,1,1,1
377,Room_377,2,0,0,1,1,1,1,0
378,Room_378,2,1,0,1,0,0,1,1
379,Room_379,2,0,0,1,0,0,1,0
380,Room_380,3,1,0,0,0,0,1,0
381,Room_381,2,0,0,1,0,0,0,0
382,Room_382,2,0,1,1,1,0,0,0
383,Room_383,2,1,0,0,1,1,0,1
384,Room_384,2,1,1,0,1,0,1,1
385,Room_385,2,0,0,1,0,1,0,1
386,Room_386,2,1,1,1,1,1,1,1
387,Room_387,2,0,1,0,0,1,0,0
388,Room_388,3,1,0,0,1,0,0,0
389,Room_389,3,0,0,1,0,1,1,0
390,Room_390,3,1,0,0,0,1,0,0
391,Room_391,2,1,1,1,0,0,0,1
392,Room_392,2,0,0,1,0,0,0,0
393,Room_393,2,1,1,1,0,0,0,0
394,Room_394,3,0,1,0,1,1,0,1
395,Room_395,3,1,0,0,0,1,0,1
396,Room_396,3,1,0,0,1,1,0,1
397,Room_397,2,0,0,1,0,1,0,1
398,Room_398,2,1,0,1,0,0,1,1
399,Room_399,2,0,1,1,0,0,0,1
400,Room_400,4,0,0,0,0,0,1,0
401,Room_401,2,0,1,1,0,0,0,0
402,Room_402,3,1,0,1,1,0,0,1
403,Room_403,3,0,1,1,1,0,0,1
404,Room_404,2,0,1,1,0,0,1,1
405,Room_405,4,0,0,0,0,1,1,1
406,Room_406,4,1,0,1,1,0,0,1
407,Room_407,3,0,1,0,1,1,1,0
408,Room_408,2,1,1,0,0,1,1,0
409,Room_409,2,1,0,1,1,0,0,0
410,Room_410,2,0,0,0,0,1,1,0
411,Room_411,2,1,1,0,1,1,1,1
412,Room_412,2,1,0,0,0,0,0,0
413,Room_413,3,1,0,1,0,0,1,1
414,Room_414,2,0,1,0,0,0,0,0
415,Room_415,2,1,0,0,1,0,0,0
416,Room_416,3,0,0,0,1,1,1,0
417,Room_417,2,1,1,1,1,1,0,1
418,Room_418,3,0,1,1,1,1,0,0
419,Room_419,2,1,1,0,1,0,1,1
420,Room_420,3,0,1,1,0,1,0,0
421,Room_421,2,1,0,0,1,1,0,0
422,Room_422,2,1,1,0,0,1,1,0
423,Room_423,2,0,0,0,0,0,1,0
424,Room_424,2,1,0,1,0,0,1,1
425,Room_425,3,1,0,1,1,0,0,0
426,Room_426,3,0,1,1,1,0,1,0
427,Room_427,3,1,1,1,0,1,0,1
428,Room_428,2,1,1,1,1,1,0,0
429,Room_429,4,0,0,0,0,1,0,0
430,Room_430,4,1,1,0,1,0,1,0
431,Room_431,2,1,1,1,0,0,1,0
432,Room_432,2,1,0,1,1,1,0,1
433,Room_433,4,0,1,0,0,1,1,1
434,Room_434,3,0,0,1,1,1,0,1
435,Room_435,2,1,0,0,0,1,0,1
436,Room_436,3,0,1,0,1,1,0,1
437,Room_437,3,1,0,1,1,1,0,0
438,Room_438,2,0,0,0,1,1,1,0
439,Room_439,2,1,1,0,0,0,0,0
440,Room_440,2,0,0,0,0,0,0,0
441,Room_441,2,0,0,0,0,1,1,0
442,Room_442,2,0,0,1,1,0,0,1
443,Room_443,2,0,1,0,1,0,0,1
444,Room_444,2,0,0,0,0,1,1,1
445,Room_445,2,1,0,0,0,0,1,1
446,Room_446,2,1,0,0,0,0,0,1
447,Room_447,2,0,1,1,0,0,1,1
448,Room_448,3,1,1,1,0,0,0,0
449,Room_449,1,0,1,0,0,1,1,0
450,Room_450,4,0,1,1,1,1,1,1
451,Room_451,2,0,1,1,1,1,0,0
452,Room_452,1,1,0,0,0,1,1,0
453,Room_453,4,1,1,0,1,1,0,0
454,Room_454,3,0,1,1,0,0,1,1
455,Room_455,4,1,1,1,1,0,1,1
456,Room_456,4,0,1,1,0,1,1,0
457,Room_457,2,1,0,1,1,1,0,0
458,Room_458,2,0,1,0,1,0,1,0
459,Room_459,2,0,1,1,1,1,1,0
460,Room_460,2,0,0,0,1,0,0,1
461,Room_461,3,1,0,0,1,0,0,0
462,Room_462,3,1,1,0,1,1,0,0
463,Room_463,2,0,0,0,1,0,0,1
464,Room_464,3,0,0,1,0,1,1,0
465,Room_465,2,0,0,1,0,1,0,0
466,Room_466,2,0,0,1,0,1,0,0
467,Room_467,2,1,1,1,1,0,1,1
468,Room_468,2,1,0,0,1,1,1,1
469,Room_469,3,1,1,1,0,1,1,1
470,Room_470,3,1,1,1,1,1,1,0
471,Room_471,2,1,0,0,0,1,0,1
472,Room_472,2,1,0,0,0,1,0,0
473,Room_473,2,1,1,0,1,1,1,0
474,Room_474,3,1,0,1,1,1,1,1
475,Room_475,2,0,1,1,1,1,0,0
476,Room_476,4,0,1,0,0,0,0,1
477,Room_477,2,1,1,0,0,0,1,1
478,Room_478,2,0,1,0,1,1,1,1
479,Room_479,2,1,1,1,0,0,1,0
480,Room_480,1,0,0,1,1,0,0,1
481,Room_481,3,1,1,0,1,0,0,1
482,Room_482,3,0,1,1,0,0,0,1
483,Room_483,4,1,0,0,1,1,1,1
484,Room_484,4,1,1,0,0,1,1,0
485,Room_485,3,0,1,1,1,0,1,0
486,Room_486,1,1,1,1,1,1,1,0
487,Room_487,4,0,0,1,1,0,0,0
488,Room_488,3,1,0,1,1,1,1,1
489,Room_489,3,1,1,0,0,1,1,1
490,Room_490,2,1,1,1,1,1,0,1
491,Room_491,1,1,0,1,0,1,0,1
492,Room_492,2,0,1,1,1,1,0,0
493,Room_493,1,0,1,0,0,1,0,0
494,Room_494,2,1,0,0,0,0,1,0
495,Room_495,3,1,0,0,1,1,1,0
496,Room_496,2,0,0,0,0,0,1,0
497,Room_497,2,0,0,0,1,1,1,0
498,Room_498,2,1,0,0,1,1,0,0
499,Room_499,1,1,0,1,1,0,0,0
500,Room_500,2,1,1,1,0,0,0,1
501,Room_501,3,1,1,1,1,1,0,1
502,Room_502,1,1,0,0,1,1,0,0
503,Room_503,3,1,0,0,1,1,0,0
504,Room_504,2,0,0,0,0,1,1,1
505,Room_505,2,0,0,0,0,0,0,0
506,Room_506,2,1,0,1,0,0,1,1
507,Room_507,2,1,1,1,0,0,0,1
508,Room_508,1,1,1,1,1,0,1,1
509,Room_509,2,0,1,0,0,1,0,0
510,Room_510,2,1,0,1,1,0,0,0
511,Room_511,4,1,1,1,0,0,1,1
512,Room_512,1,1,0,1,1,1,1,1
513,Room_513,3,1,1,0,1,0,0,0
514,Room_514,3,1,0,0,0,1,0,1
515,Room_515,2,0,1,1,0,0,0,1
516,Room_516,2,0,0,0,1,1,0,0
517,Room_517,1,0,1,0,1,0,0,1
518,Room_518,2,1,0,1,1,0,0,1
519,Room_519,3,1,0,1,1,0,0,0
520,Room_520,2,0,1,1,1,0,0,0
521,Room_521,2,1,1,1,0,1,1,0
522,Room_522,3,1,0,1,0,0,0,0
523,Room_523,2,0,0,1,1,1,1,0
524,Room_524,2,0,0,1,1,1,1,1
525,Room_525,2,1,1,1,1,0,1,1
526,Room_526,3,1,1,1,1,1,1,1
527,Room_527,2,1,1,1,1,1,0,1
528,Room_528,3,0,1,1,0,1,1,0
529,Room_529,3,1,1,1,0,1,0,0
530,Room_530,2,0,1,1,0,1,0,0
531,Room_531,2,0,1,0,1,1,1,1
532,Room_532,3,1,1,1,1,0,0,0
533,Room_533,1,0,0,1,0,1,1,1
534,Room_534,2,0,0,1,0,1,1,1
535,Room_535,3,1,1,1,0,0,0,0
536,Room_536,2,1,0,0,0,1,1,1
537,Room_537,2,0,1,0,0,0,0,1
538,Room_538,2,0,1,1,1,0,1,0
539,Room_539,2,0,1,0,0,1,0,1
540,Room_540,2,0,1,0,0,0,0,0
541,Room_541,1,1,1,1,1,1,1,1
542,Room_542,2,0,0,0,1,0,1,0
543,Room_543,2,0,1,0,1,0,1,1
544,Room_544,2,0,0,0,1,0,0,1
545,Room_545,3,1,1,0,1,1,1,0
546,Room_546,2,1,0,1,1,1,0,1
547,Room_547,2,1,0,0,1,0,1,0
548,Room_548,2,0,1,0,1,1,0,0
549,Room_549,3,0,1,0,0,1,1,1
550,Room_550,4,1,0,1,0,0,1,0
551,Room_551,4,1,1,0,0,0,0,1
552,Room_552,2,0,1,0,0,0,0,1
553,Room_553,2,1,0,1,1,1,0,1
554,Room_554,1,1,1,1,0,1,1,1
555,Room_555,4,1,0,0,1,0,1,0
556,Room_556,4,1,1,1,1,1,1,1
557,Room_557,2,0,0,0,0,1,0,0
558,Room_558,3,1,0,1,0,1,1,0
559,Room_559,3,0,0,1,1,1,0,0
560,Room_560,3,0,0,1,1,0,0,1
561,Room_561,2,0,1,0,1,0,0,1
562,Room_562,2,1,1,0,1,0,1,1
563,Room_563,2,0,1,0,1,1,0,1
564,Room_564,2,1,0,1,0,1,0,1
565,Room_565,3,1,0,0,0,0,0,0
566,Room_566,3,1,1,0,1,1,1,0
567,Room_567,3,1,0,0,1,1,0,0
568,Room_568,2,0,1,1,1,0,0,1
569,Room_569,3,0,0,1,0,0,1,0
570,Room_570,2,1,1,0,0,0,1,0
571,Room_571,2,1,0,0,0,1,0,1
572,Room_572,2,1,1,0,1,1,0,1
573,Room_573,2,0,1,1,1,0,1,1
574,Room_574,3,1,0,0,0,1,1,0
575,Room_575,3,1,1,0,0,1,0,1
576,Room_576,3,0,1,1,0,1,0,0
577,Room_577,1,1,0,1,1,1,0,1
578,Room_578,2,0,1,1,0,1,1,1
579,Room_579,3,1,1,1,0,0,1,1
580,Room_580,2,1,1,0,1,1,0,1
581,Room_581,4,1,1,1,0,0,0,1
582,Room_582,3,0,0,0,1,0,1,1
583,Room_583,4,1,0,1,0,1,0,0
584,Room_584,2,0,0,1,0,1,0,1
585,Room_585,3,0,1,0,1,0,0,1
586,Room_586,2,1,0,0,0,0,1,0
587,Room_587,3,1,1,0,1,0,1,0
588,Room_588,3,0,0,0,1,1,1,1
589,Room_589,3,0,1,1,1,1,0,1
590,Room_590,3,0,0,0,0,1,1,0
591,Room_591,2,1,1,0,1,0,0,1
592,Room_592,3,1,0,1,0,1,1,0
593,Room_593,2,1,0,1,0,0,1,1
594,Room_594,2,0,1,0,1,0,1,1
595,Room_595,3,1,1,1,1,1,0,1
596,Room_596,3,1,1,0,0,1,0,0
597,Room_597,1,0,1,0,0,1,1,1
598,Room_598,2,0,0,0,1,0,1,1
599,Room_599,2,1,0,0,1,1,0,1
600,Room_600,3,1,1,1,1,1,1,1
601,Room_601,2,0,0,1,0,0,0,0
602,Room_602,2,0,1,0,0,1,0,1
603,Room_603,3,0,1,0,1,0,0,1
604,Room_604,2,1,1,1,1,1,1,1
