student_id,name,sleep,clean,noise,roommate_count,wants_ac,wants_private_bath,wants_balcony,wants_kitchen,wants_laundry,wants_wifi,wants_parking
67,Student_67,2,5,3,1,1,0,1,0,0,1,1
68,Student_68,2,2,3,1,1,1,1,1,1,0,0
69,Student_69,4,3,4,4,1,0,0,1,0,0,1
70,Student_70,4,2,3,2,0,0,1,0,0,1,1
71,Student_71,1,1,4,2,1,0,1,1,1,0,0
72,Student_72,5,4,5,4,1,0,0,0,0,1,1
73,Student_73,5,1,1,3,0,0,0,1,0,0,1
74,Student_74,2,5,1,4,0,0,0,0,1,0,1
75,Student_75,5,4,5,2,0,1,0,0,0,1,1
76,Student_76,2,3,5,1,0,1,1,1,1,1,0
77,Student_77,1,4,2,4,1,0,0,1,0,0,0
78,Student_78,4,2,3,3,1,0,1,0,0,1,1
79,Student_79,4,2,3,4,0,0,0,1,1,0,1
80,Student_80,4,4,3,2,0,1,1,0,0,0,1
81,Student_81,5,5,4,1,1,0,0,1,1,1,1
82,Student_82,1,2,2,2,0,1,1,0,1,0,0
83,Student_83,5,2,3,2,0,1,0,0,0,0,1
84,Student_84,5,3,4,2,0,0,1,1,1,1,0
85,Student_85,1,4,4,2,1,1,0,0,0,1,1
86,Student_86,1,2,1,1,1,0,1,0,0,1,1
87,Student_87,1,5,4,2,1,1,0,1,1,1,1
88,Student_88,1,1,5,3,0,0,0,1,0,0,0
89,Student_89,4,4,4,3,1,0,0,0,0,0,0
90,Student_90,3,3,5,2,0,1,0,1,0,0,1
91,Student_91,3,2,5,3,1,0,0,0,0,0,1
92,Student_92,1,5,1,2,0,1,1,0,0,0,0
93,Student_93,3,4,1,1,0,0,1,1,0,0,1
94,Student_94,3,5,4,1,1,1,1,1,0,1,1
95,Student_95,1,5,1,3,1,0,0,1,1,1,0
96,Student_96,3,3,1,3,0,0,0,0,0,0,0
97,Student_97,5,4,3,2,0,0,1,1,1,0,0
98,Student_98,2,2,4,4,0,1,0,0,1,0,1
99,Student_99,2,3,4,2,0,1,1,1,1,1,1
100,Student_100,1,2,4,2,0,0,0,0,0,0,1
101,Student_101,4,1,1,1,1,0,1,0,1,1,1
102,Student_102,1,5,1,4,0,0,1,1,0,0,1
103,Student_103,4,1,5,4,1,1,1,0,1,1,0
104,Student_104,2,5,2,2,1,0,0,0,1,0,0
105,Student_105,1,3,2,1,1,0,1,0,0,1,1
106,Student_106,5,2,2,3,1,0,1,1,1,1,1
107,Student_107,3,2,3,1,0,1,0,0,1,1,1
108,Student_108,4,3,1,3,1,0,0,1,0,0,1
109,Student_109,3,4,5,1,1,0,0,0,0,0,0
110,Student_110,3,1,5,4,1,1,1,0,0,1,1
111,Student_111,1,1,2,1,0,0,0,1,0,0,1
112,Student_112,3,2,3,2,1,1,0,0,1,1,0
113,Student_113,5,2,3,3,1,1,0,0,0,1,1
114,Student_114,3,2,2,1,1,1,0,0,0,1,1
115,Student_115,1,3,2,1,0,1,0,1,1,1,1
116,Student_116,5,4,1,3,0,1,1,1,1,0,1
117,Student_117,2,1,3,1,0,0,1,1,1,0,0
118,Student_118,3,5,5,3,1,0,0,0,0,1,1
119,Student_119,1,3,2,4,0,0,0,1,0,1,1
120,Student_120,2,1,1,3,0,0,0,0,1,1,1
121,Student_121,2,4,5,3,0,0,1,0,1,0,1
122,Student_122,4,3,3,4,1,0,1,0,0,1,0
123,Student_123,5,1,2,1,0,0,1,1,0,0,0
124,Student_124,3,3,2,1,1,0,0,1,0,1,1
125,Student_125,1,1,1,4,1,1,1,1,1,0,1
126,Student_126,4,1,1,2,1,0,1,0,1,1,0
127,Student_127,5,4,3,3,1,0,1,1,1,1,1
128,Student_128,4,5,2,1,0,1,0,1,0,0,0
129,Student_129,5,4,1,1,0,0,1,0,0,0,1
130,Student_130,5,1,2,3,1,1,1,1,1,1,0
131,Student_131,3,3,3,3,1,0,1,1,1,1,1
132,Student_132,5,4,2,3,1,0,0,1,0,1,1
133,Student_133,4,5,5,2,1,1,1,1,1,1,1
134,Student_134,5,1,2,4,0,0,0,1,0,1,0
135,Student_135,3,4,4,2,0,1,0,1,0,0,1
136,Student_136,3,4,4,2,1,1,1,0,0,1,1
137,Student_137,4,4,3,3,0,1,0,0,0,0,0
138,Student_138,2,4,3,4,0,0,1,0,1,0,1
139,Student_139,2,3,3,1,0,1,1,1,0,0,0
140,Student_140,5,5,5,3,0,1,0,1,1,0,1
141,Student_141,1,5,5,4,1,0,1,0,1,1,1
142,Student_142,5,1,2,1,0,1,1,0,0,1,0
143,Student_143,4,2,1,2,1,1,1,1,1,1,1
144,Student_144,4,3,4,4,0,0,0,1,1,0,0
145,Student_145,4,1,4,2,0,0,0,1,1,1,0
146,Student_146,4,1,4,2,1,0,0,1,1,0,0
147,Student_147,4,4,2,4,0,1,1,1,1,1,0
148,Student_148,3,2,2,1,1,1,1,1,0,1,0
149,Student_149,2,2,3,4,0,0,0,0,1,1,0
150,Student_150,4,3,1,1,1,1,0,0,0,1,1
151,Student_151,1,2,3,3,0,1,1,1,1,0,1
152,Student_152,1,1,2,3,1,0,0,0,0,0,0
153,Student_153,1,2,5,3,0,0,1,0,1,1,0
154,Student_154,1,2,3,2,1,0,0,1,1,1,0
155,Student_155,3,5,2,3,0,1,1,0,1,0,1
156,Student_156,1,1,2,2,1,0,1,1,0,0,1
157,Student_157,4,2,5,1,1,1,1,1,0,0,0
158,Student_158,5,2,5,4,0,0,0,0,1,0,0
159,Student_159,1,4,5,4,1,1,1,0,0,0,0
160,Student_160,3,2,1,2,1,0,0,0,0,0,0
161,Student_161,3,2,2,2,0,1,1,1,1,1,1
162,Student_162,1,5,5,2,0,1,1,1,0,0,0
163,Student_163,5,1,1,1,0,1,1,1,1,0,1
164,Student_164,1,3,4,1,1,1,0,1,0,0,1
165,Student_165,3,1,4,3,1,1,1,0,0,1,0
166,Student_166,2,4,4,3,0,1,0,0,0,1,0
167,Student_167,4,1,2,4,1,1,1,0,0,1,0
168,Student_168,3,2,1,3,0,0,1,1,1,1,0
169,Student_169,1,4,1,1,1,1,0,1,0,0,1
170,Student_170,4,1,4,1,0,1,0,0,0,0,1
171,Student_171,1,4,3,1,1,1,1,1,1,0,1
172,Student_172,1,3,4,1,0,1,0,1,1,0,0
173,Student_173,2,1,2,4,0,1,1,0,1,1,1
174,Student_174,4,2,4,4,0,0,0,0,1,1,0
175,Student_175,4,4,4,1,1,0,1,1,0,0,0
176,Student_176,2,5,1,2,1,0,0,1,0,1,0
177,Student_177,3,4,4,3,1,1,0,0,0,1,1
178,Student_178,1,5,5,4,0,1,0,1,1,0,0
179,Student_179,5,2,5,2,1,1,0,0,1,1,0
180,Student_180,1,3,3,3,1,0,1,0,0,0,0
181,Student_181,1,5,2,2,0,0,0,0,1,1,1
182,Student_182,3,3,2,1,0,0,0,1,1,0,1
183,Student_183,1,4,1,3,0,1,0,0,0,0,0
184,Student_184,2,2,2,2,0,1,1,0,0,0,1
185,Student_185,2,5,3,4,1,1,1,0,1,0,1
186,Student_186,4,4,5,4,0,1,0,0,1,0,1
187,Student_187,5,1,1,4,1,0,1,1,0,1,0
188,Student_188,1,4,5,3,0,0,1,0,0,0,1
189,Student_189,1,3,3,1,1,0,0,0,1,0,0
190,Student_190,3,2,1,1,0,0,1,0,0,1,1
191,Student_191,2,2,4,3,0,0,0,1,0,1,1
192,Student_192,5,4,2,3,0,1,0,1,1,1,1
193,Student_193,4,1,3,1,0,0,1,0,1,1,0
194,Student_194,2,3,1,4,0,1,1,0,1,0,0
195,Student_195,4,4,5,1,1,1,0,0,0,0,1
196,Student_196,3,4,1,1,1,0,0,0,1,1,0
197,Student_197,3,2,4,2,1,0,0,1,1,1,1
198,Student_198,1,3,3,4,1,1,1,0,1,1,1
199,Student_199,5,1,1,3,1,1,1,1,1,0,1
200,Student_200,4,2,3,1,0,1,1,0,1,0,1
201,Student_201,2,4,3,4,0,1,1,1,0,1,0
202,Student_202,3,2,5,3,1,0,0,1,1,1,0
203,Student_203,1,2,2,2,1,1,1,1,1,0,0
204,Student_204,1,5,4,2,1,0,1,1,0,0,0
205,Student_205,4,2,1,4,1,0,1,1,1,1,1
206,Student_206,3,2,2,1,1,0,0,1,0,0,0
207,Student_207,5,3,5,3,0,0,1,0,0,1,0
208,Student_208,3,2,2,4,1,1,0,1,1,1,0
209,Student_209,4,1,3,2,0,1,1,1,1,1,0
210,Student_210,4,4,3,3,1,0,0,0,0,0,1
211,Student_211,3,3,4,3,0,1,0,1,1,0,0
212,Student_212,4,2,1,1,1,0,0,0,1,0,0
213,Student_213,3,1,1,2,1,0,0,1,1,1,1
214,Student_214,2,4,5,2,0,1,1,1,1,1,1
215,Student_215,3,3,4,2,0,1,1,1,1,1,1
216,Student_216,3,1,1,3,0,1,1,0,0,1,1
217,Student_217,4,2,3,2,1,1,0,1,0,1,0
218,Student_218,4,5,4,4,1,0,0,1,0,1,1
219,Student_219,1,5,2,2,1,0,0,0,0,1,1
220,Student_220,1,3,4,3,1,0,0,1,0,1,1
221,Student_221,2,1,4,2,0,1,1,1,0,0,0
222,Student_222,1,4,1,2,0,1,1,1,1,1,0
223,Student_223,3,1,5,3,0,0,0,0,1,1,0
224,Student_224,4,5,5,2,0,1,1,1,0,1,0
225,Student_225,1,3,1,1,0,0,0,1,0,0,0
226,Student_226,1,2,1,3,0,0,1,1,1,0,1
227,Student_227,2,1,1,2,0,0,1,1,1,1,0
228,Student_228,2,5,5,1,1,1,0,0,1,0,0
229,Student_229,3,4,1,4,1,1,1,1,0,1,0
230,Student_230,4,3,2,3,0,0,0,1,0,0,1
231,Student_231,2,2,2,2,0,1,1,0,1,0,1
232,Student_232,1,1,3,3,1,1,0,1,0,1,1
233,Student_233,4,4,2,1,0,1,0,0,0,0,1
234,Student_234,4,2,4,3,1,0,0,0,1,1,0
235,Student_235,1,5,3,4,1,1,1,0,1,1,1
236,Student_236,2,5,2,2,0,1,1,0,1,0,1
237,Student_237,1,4,4,4,1,1,0,1,0,0,1
238,Student_238,4,5,2,1,1,0,0,1,1,1,0
239,Student_239,5,3,4,3,1,0,1,1,0,1,0
240,Student_240,5,4,1,2,0,0,0,1,1,1,0
241,Student_241,3,5,4,2,0,1,0,0,1,1,1
242,Student_242,1,1,1,1,1,0,1,1,1,0,0
243,Student_243,1,5,4,1,0,1,0,0,1,0,0
244,Student_244,3,3,4,3,1,0,0,1,0,1,1
245,Student_245,3,2,2,2,1,1,0,1,1,1,0
246,Student_246,3,2,4,1,0,0,1,0,1,1,0
247,Student_247,4,5,2,2,1,0,1,1,1,1,1
248,Student_248,1,2,4,3,1,1,0,1,0,1,0
249,Student_249,4,5,5,4,1,0,0,0,1,1,0
250,Student_250,3,3,3,1,1,1,1,1,0,1,0
251,Student_251,1,2,2,3,1,1,0,1,1,0,0
252,Student_252,4,1,2,4,1,1,0,1,0,0,1
253,Student_253,4,5,1,3,1,1,0,0,0,1,1
254,Student_254,3,2,5,1,0,1,1,1,0,0,0
255,Student_255,1,3,1,3,0,1,1,0,0,1,0
256,Student_256,3,3,5,2,1,0,1,0,0,0,1
257,Student_257,1,1,5,1,0,0,0,1,0,1,0
258,Student_258,5,3,4,2,1,0,0,1,1,1,0
259,Student_259,2,3,1,3,1,0,1,0,0,1,1
260,Student_260,2,2,3,1,1,0,0,1,0,0,0
261,Student_261,2,5,5,2,1,0,1,1,1,0,0
262,Student_262,3,4,5,2,0,1,0,0,0,0,0
263,Student_263,5,3,2,2,1,1,1,1,0,1,1
264,Student_264,1,3,4,4,1,1,1,1,1,0,0
265,Student_265,4,4,3,2,0,0,1,0,1,1,1
266,Student_266,1,3,5,2,0,1,0,0,1,1,0
267,Student_267,4,2,2,3,0,1,0,1,1,1,0
268,Student_268,1,2,1,3,0,1,1,1,0,0,1
269,Student_269,5,4,5,3,0,1,0,0,0,0,0
270,Student_270,4,3,2,3,0,0,1,1,0,0,1
271,Student_271,3,3,1,4,1,1,1,0,1,0,1
272,Student_272,1,5,4,3,1,1,1,1,1,0,1
273,Student_273,1,3,1,3,0,1,1,1,1,0,0
274,Student_274,4,2,5,3,0,0,0,0,1,1,1
275,Student_275,3,1,3,2,1,0,1,1,0,1,0
276,Student_276,3,1,1,4,0,1,0,0,1,0,1
277,Student_277,5,1,3,3,0,1,1,1,1,1,1
278,Student_278,3,1,3,2,0,0,1,1,0,1,1
279,Student_279,3,3,1,1,1,0,1,0,1,1,0
280,Student_280,3,3,4,4,0,1,1,0,1,0,0
281,Student_281,2,5,1,3,1,0,1,0,0,0,1
282,Student_282,5,3,2,2,1,0,1,0,1,0,1
283,Student_283,1,1,3,1,1,0,1,1,1,1,1
284,Student_284,4,4,5,1,0,1,0,0,0,0,0
285,Student_285,1,4,3,2,0,0,0,0,1,1,0
286,Student_286,5,2,5,2,1,0,0,0,1,0,0
287,Student_287,4,2,2,4,1,1,0,0,0,1,0
288,Student_288,5,3,2,2,0,1,0,1,0,0,0
289,Student_289,3,4,2,3,1,1,1,0,1,1,0
290,Student_290,4,1,1,1,0,0,1,0,0,1,1
291,Student_291,3,1,3,3,1,0,0,1,0,1,1
292,Student_292,1,1,5,3,0,1,1,1,1,0,1
293,Student_293,1,3,2,3,0,1,1,0,1,0,1
294,Student_294,4,3,2,1,1,1,1,1,1,1,0
295,Student_295,4,5,5,1,1,1,0,1,1,0,1
296,Student_296,5,1,3,1,0,1,0,0,0,0,0
297,Student_297,5,1,3,2,1,0,0,0,0,0,1
298,Student_298,3,3,5,3,1,0,1,0,1,0,1
299,Student_299,4,3,4,4,1,1,0,0,0,1,1
300,Student_300,1,5,3,2,0,0,1,0,1,1,1
301,Student_301,5,5,5,2,1,1,1,1,1,1,1
302,Student_302,5,2,5,4,1,0,1,0,0,1,1
303,Student_303,1,4,2,3,1,0,1,1,1,1,1
304,Student_304,5,1,5,4,1,1,1,1,1,1,0
305,Student_305,3,1,1,1,0,1,0,1,0,1,1
306,Student_306,4,5,2,3,1,1,0,0,1,0,1
307,Student_307,1,5,2,2,0,1,0,1,1,1,1
308,Student_308,4,2,3,1,0,0,1,0,0,1,1
309,Student_309,5,4,4,1,1,0,0,0,1,1,1
310,Student_310,5,2,3,2,1,1,0,0,1,0,0
311,Student_311,1,4,1,4,0,0,1,1,1,0,1
312,Student_312,3,1,2,1,1,1,0,1,1,1,0
313,Student_313,2,2,2,1,1,1,1,1,1,1,0
314,Student_314,1,5,5,3,0,1,1,0,1,0,0
315,Student_315,2,2,4,3,1,1,1,1,0,0,0
316,Student_316,2,2,4,2,1,1,1,1,1,1,1
317,Student_317,3,1,5,2,1,0,0,0,1,1,1
318,Student_318,2,5,1,2,0,0,0,0,1,1,1
319,Student_319,2,5,4,4,1,0,1,0,0,1,0
320,Student_320,3,3,2,1,0,1,0,1,0,1,1
321,Student_321,2,3,1,2,0,1,0,0,1,1,1
322,Student_322,2,3,3,3,0,0,1,1,1,1,1
323,Student_323,2,1,3,1,1,0,1,0,1,0,1
324,Student_324,1,2,1,2,1,1,1,1,0,1,1
325,Student_325,1,5,2,1,0,0,0,1,0,0,0
326,Student_326,1,5,3,1,0,1,0,1,0,0,0
327,Student_327,3,2,2,1,1,1,1,1,0,0,0
328,Student_328,5,5,5,2,1,1,1,0,1,1,1
329,Student_329,2,2,4,1,0,0,1,1,1,0,1
330,Student_330,2,1,1,1,1,1,0,1,1,0,0
331,Student_331,3,1,4,1,0,1,1,0,0,1,1
332,Student_332,2,1,5,3,0,0,0,0,0,1,1
333,Student_333,1,2,3,2,1,1,1,0,0,1,1
334,Student_334,5,2,2,4,1,1,0,1,1,1,1
335,Student_335,4,4,2,3,1,0,0,1,0,1,1
336,Student_336,2,5,5,1,0,0,1,0,1,1,0
337,Student_337,1,5,1,1,1,1,0,0,0,1,0
338,Student_338,4,4,4,4,1,0,0,0,0,1,1
339,Student_339,5,4,3,4,0,0,0,1,1,1,1
340,Student_340,4,1,1,3,0,1,1,1,0,1,1
341,Student_341,1,4,5,1,1,1,0,0,1,0,0
342,Student_342,4,2,5,4,1,1,0,1,0,1,0
343,Student_343,3,3,2,3,0,1,0,1,0,0,0
344,Student_344,4,2,3,4,0,1,1,0,1,0,0
345,Student_345,2,4,1,1,1,1,1,1,0,1,1
346,Student_346,2,5,2,1,1,0,1,1,0,1,0
347,Student_347,3,2,3,1,0,1,0,0,1,1,0
348,Student_348,1,5,4,1,1,0,1,0,0,1,1
349,Student_349,2,2,4,2,0,0,1,0,1,0,0
350,Student_350,5,5,2,2,0,1,1,0,1,1,1
351,Student_351,2,2,1,2,1,0,1,0,1,0,0
352,Student_352,2,5,3,3,1,1,0,1,0,0,1
353,Student_353,1,3,4,3,0,0,1,1,1,1,0
354,Student_354,4,1,4,4,0,0,1,1,0,1,1
355,Student_355,2,2,1,4,0,0,1,0,1,0,1
356,Student_356,3,3,2,3,1,0,1,0,1,1,1
357,Student_357,4,1,5,4,0,0,0,1,0,1,0
358,Student_358,5,2,3,3,0,0,0,1,1,1,0
359,Student_359,1,3,4,2,0,1,1,0,1,1,1
360,Student_360,5,3,5,3,1,0,0,0,1,1,0
361,Student_361,4,3,1,3,0,1,0,1,0,1,0
362,Student_362,4,4,2,4,1,1,1,1,1,1,1
363,Student_363,4,5,3,4,1,0,0,1,0,0,0
364,Student_364,5,1,1,3,0,0,1,0,0,1,1
365,Student_365,4,5,2,1,0,0,0,1,0,0,1
366,Student_366,5,5,1,4,0,1,1,1,0,0,0
367,Student_367,4,5,4,3,1,0,0,0,0,1,1
368,Student_368,3,3,4,4,0,1,0,1,1,1,0
369,Student_369,4,5,5,1,1,0,1,0,1,1,1
370,Student_370,5,4,1,4,1,0,0,1,1,0,1
371,Student_371,2,2,4,3,1,1,1,0,0,0,1
372,Student_372,4,3,2,3,1,0,0,0,1,1,0
373,Student_373,2,1,5,1,1,1,1,0,1,1,0
374,Student_374,3,2,3,3,1,0,0,0,1,1,1
375,Student_375,1,2,1,1,0,0,0,0,0,1,1
376,Student_376,3,2,4,3,0,0,0,1,1,0,0
377,Student_377,4,5,2,3,1,0,0,0,1,0,1
378,Student_378,2,5,1,4,1,0,0,1,0,0,1
379,Student_379,2,3,2,4,0,1,1,0,1,0,0
380,Student_380,5,5,5,1,0,1,1,1,1,0,1
381,Student_381,2,5,4,4,0,1,1,1,0,1,1
382,Student_382,5,5,4,2,0,1,1,1,0,0,0
383,Student_383,1,3,5,1,1,1,0,0,0,1,0
384,Student_384,4,3,2,2,0,0,1,1,0,0,1
385,Student_385,5,4,1,1,1,0,1,1,1,0,0
386,Student_386,1,4,2,2,1,0,0,0,0,1,1
387,Student_387,2,4,1,4,0,0,1,1,1,0,0
388,Student_388,2,4,5,4,0,0,0,1,0,1,1
389,Student_389,1,2,3,3,1,1,1,0,0,1,1
390,Student_390,2,2,1,2,1,1,0,0,0,1,1
391,Student_391,1,4,4,3,1,1,0,0,1,1,0
392,Student_392,5,4,4,1,1,1,0,0,1,0,0
393,Student_393,5,1,4,2,0,1,1,1,1,0,0
394,Student_394,1,2,2,3,0,0,0,1,1,1,1
395,Student_395,5,1,2,1,0,0,1,0,0,1,0
396,Student_396,5,1,2,2,0,0,0,1,0,0,0
397,Student_397,5,5,4,3,0,0,0,1,0,0,0
398,Student_398,3,3,1,2,1,1,0,0,1,1,0
399,Student_399,4,2,4,2,1,1,0,1,1,1,1
400,Student_400,2,4,1,3,0,0,0,1,0,1,0
401,Student_401,3,4,2,4,0,0,0,0,0,1,0
402,Student_402,5,3,3,4,1,0,1,1,1,0,1
403,Student_403,1,2,2,3,1,0,0,0,1,1,1
404,Student_404,5,4,5,1,0,0,0,1,0,0,0
405,Student_405,4,4,1,3,0,0,1,1,0,1,0
406,Student_406,5,5,3,3,1,1,1,0,0,1,1
407,Student_407,1,1,2,2,0,1,0,1,1,0,1
408,Student_408,4,4,3,4,0,1,0,0,1,0,0
409,Student_409,5,2,4,4,1,1,0,0,0,0,0
410,Student_410,4,3,1,4,1,0,0,0,0,0,0
411,Student_411,2,5,5,4,1,0,1,1,0,1,0
412,Student_412,2,2,4,3,0,0,1,1,1,1,1
413,Student_413,5,5,3,2,1,0,1,0,1,1,1
414,Student_414,4,1,2,4,0,1,1,0,0,1,1
415,Student_415,1,4,1,4,1,0,1,0,0,0,1
416,Student_416,5,2,5,2,0,0,0,1,0,1,0
417,Student_417,2,3,2,3,0,1,1,0,1,0,1
418,Student_418,2,1,5,3,1,0,0,1,1,1,1
419,Student_419,5,1,1,3,0,1,1,0,1,1,0
420,Student_420,4,5,3,4,0,0,1,1,1,0,1
421,Student_421,2,1,5,4,1,1,0,1,0,1,1
422,Student_422,4,2,1,4,0,1,0,1,0,1,0
423,Student_423,2,5,5,3,1,0,0,1,1,0,1
424,Student_424,2,1,2,4,0,0,0,1,1,0,1
425,Student_425,3,3,5,1,1,1,0,1,1,0,0
426,Student_426,2,2,2,2,1,0,0,0,0,1,0
427,Student_427,1,3,2,1,0,1,1,0,1,0,0
428,Student_428,5,3,1,1,1,0,1,0,0,0,1
429,Student_429,5,5,4,4,1,1,1,1,0,1,1
430,Student_430,4,4,5,2,0,0,1,1,0,0,1
431,Student_431,2,5,3,1,1,1,1,1,1,1,0
432,Student_432,1,2,2,3,1,1,1,0,1,0,1
433,Student_433,4,2,4,3,1,0,1,1,1,1,1
434,Student_434,3,5,2,3,1,0,1,0,1,0,0
435,Student_435,4,4,4,3,0,1,0,0,0,0,0
436,Student_436,4,5,4,2,1,1,1,0,0,0,1
437,Student_437,2,2,3,3,1,1,1,1,1,0,0
438,Student_438,3,4,4,2,1,0,0,0,0,1,0
439,Student_439,4,2,3,2,0,1,0,0,0,0,0
440,Student_440,1,4,1,2,0,1,1,1,1,1,0
441,Student_441,1,4,2,2,1,0,0,0,1,1,1
442,Student_442,5,5,3,4,1,1,0,0,0,1,1
443,Student_443,3,5,2,1,0,0,0,0,1,0,0
444,Student_444,3,5,5,4,1,1,0,1,0,0,1
445,Student_445,5,4,1,1,1,0,1,1,1,0,0
446,Student_446,4,4,5,4,1,0,0,1,0,0,0
447,Student_447,3,2,5,3,1,0,1,1,1,1,0
448,Student_448,1,3,4,2,0,0,0,0,0,1,0
449,Student_449,1,5,4,3,0,0,0,1,1,1,0
450,Student_450,2,2,5,3,0,0,0,1,1,0,0
451,Student_451,3,2,4,3,0,1,0,0,1,1,1
452,Student_452,4,1,2,4,0,0,0,0,0,1,1
453,Student_453,5,5,4,3,1,1,0,1,1,1,0
454,Student_454,5,2,5,2,0,0,0,0,1,1,1
455,Student_455,4,1,4,2,1,0,0,0,0,1,0
456,Student_456,2,5,4,1,0,1,0,1,1,0,1
457,Student_457,5,4,3,4,1,0,1,1,0,1,1
458,Student_458,3,1,3,2,0,1,1,0,0,1,1
459,Student_459,2,4,5,2,0,1,1,0,0,1,0
460,Student_460,3,3,2,4,1,1,0,1,0,1,1
461,Student_461,1,3,1,3,1,0,0,1,0,1,0
462,Student_462,2,3,1,2,1,1,0,1,0,0,0
463,Student_463,5,3,5,3,0,1,1,0,1,1,0
464,Student_464,2,2,2,2,0,1,0,0,0,0,1
465,Student_465,2,3,2,1,1,0,1,0,1,0,0
466,Student_466,2,2,2,3,0,0,1,1,0,0,1
467,Student_467,2,2,3,2,1,0,0,1,1,0,1
468,Student_468,3,5,5,4,0,0,1,1,0,0,1
469,Student_469,1,2,1,4,1,0,0,1,0,1,0
470,Student_470,4,2,2,4,1,1,1,1,1,1,0
471,Student_471,2,3,5,2,0,1,0,0,1,0,1
472,Student_472,5,2,1,3,1,1,0,0,0,0,0
473,Student_473,2,4,3,1,0,1,0,0,0,0,1
474,Student_474,5,3,4,1,0,0,0,0,1,0,0
475,Student_475,3,1,1,2,0,0,0,0,1,1,1
476,Student_476,5,3,1,2,1,0,1,0,0,1,0
477,Student_477,4,2,1,2,1,0,0,1,0,0,1
